iteration,loss,accuracy
24,2.3276495933532715,0.061799999326467514
49,2.3517019748687744,0.05199999362230301
74,2.40470027923584,0.035899996757507324
99,2.446812629699707,0.06019999086856842
124,2.453279495239258,0.08540000021457672
149,2.4676260948181152,0.08889999240636826
174,2.4281668663024902,0.08799999207258224
199,2.4152183532714844,0.09259999543428421
224,2.4816017150878906,0.09149999916553497
249,2.564824104309082,0.09109999984502792
274,2.5141665935516357,0.08869999647140503
299,2.490436315536499,0.10949999839067459
324,2.4365808963775635,0.11979999393224716
349,2.3613195419311523,0.13940002024173737
374,2.345229387283325,0.12950003147125244
399,2.3883705139160156,0.1145000085234642
424,2.359560489654541,0.13940000534057617
449,2.3770253658294678,0.10040000826120377
474,2.4385342597961426,0.06989999860525131
499,2.3813586235046387,0.07350000739097595
524,2.3523082733154297,0.08379998803138733
549,2.3012855052948,0.1288999766111374
574,2.314595937728882,0.15389999747276306
599,2.3127195835113525,0.1695999950170517
624,2.3294551372528076,0.16379998624324799
649,2.2738726139068604,0.19079998135566711
674,2.2474148273468018,0.22940002381801605
699,2.2836012840270996,0.19649997353553772
724,2.220407009124756,0.18410000205039978
749,2.23586368560791,0.18440000712871552
774,2.2126314640045166,0.19329999387264252
799,2.19819712638855,0.2182999849319458
824,2.187882900238037,0.24320004880428314
849,2.1878726482391357,0.24160002171993256
874,2.132211446762085,0.21559996902942657
899,2.0638976097106934,0.24799999594688416
924,2.1367411613464355,0.2803000211715698
949,2.1793243885040283,0.2295999675989151
974,2.11238956451416,0.2761000394821167
999,2.221328020095825,0.2067999690771103
1024,2.187668561935425,0.21860000491142273
1049,2.1272852420806885,0.22509998083114624
1074,2.1449124813079834,0.2201000154018402
1099,2.212385892868042,0.1954999715089798
1124,2.1830344200134277,0.18519999086856842
1149,2.2601990699768066,0.1826000213623047
1174,2.308964729309082,0.20559997856616974
1199,2.236205816268921,0.2282000035047531
1224,2.1767666339874268,0.2734999656677246
1249,2.205052614212036,0.24069999158382416
1274,2.219034433364868,0.24949999153614044
1299,2.0759801864624023,0.2760999798774719
1324,2.1507480144500732,0.25380000472068787
1349,2.0702807903289795,0.2800999879837036
1374,2.0052101612091064,0.32830002903938293
1399,1.966275691986084,0.33970001339912415
1424,2.0055277347564697,0.3660999536514282
1449,2.053727149963379,0.36399996280670166
1474,1.9865108728408813,0.35509994626045227
1499,2.045149803161621,0.32239997386932373
1524,2.031935930252075,0.3366999924182892
1549,2.0507218837738037,0.322799950838089
1574,2.011084794998169,0.3360000550746918
1599,2.083693027496338,0.31380000710487366
1624,1.9296386241912842,0.36319994926452637
1649,1.9046106338500977,0.35140007734298706
1674,1.9111541509628296,0.36059993505477905
1699,1.8405956029891968,0.4107999801635742
1724,1.92903470993042,0.3857000470161438
1749,1.876021385192871,0.4064999520778656
1774,1.9807307720184326,0.37519991397857666
1799,1.9734115600585938,0.3698999285697937
1824,1.8882266283035278,0.40810003876686096
1849,1.8625516891479492,0.4196999669075012
1874,1.9534224271774292,0.41110000014305115
1899,1.856137990951538,0.4341000020503998
1924,1.9241780042648315,0.41849997639656067
1949,1.876704454421997,0.4145999550819397
1974,1.9602574110031128,0.38040006160736084
1999,1.9068254232406616,0.41130000352859497
