iteration,loss,accuracy
24,0.5846046805381775,0.6412222385406494
49,0.5279713869094849,0.7140000462532043
74,0.509893536567688,0.7466666102409363
99,0.4785749316215515,0.7808889150619507
124,0.44900450110435486,0.7858888506889343
149,0.4441649913787842,0.8059999346733093
174,0.42387667298316956,0.819444477558136
199,0.39349469542503357,0.8457778096199036
224,0.3936695456504822,0.8362221717834473
249,0.38592687249183655,0.8422222137451172
274,0.40878716111183167,0.8303333520889282
299,0.3847907781600952,0.8420000076293945
324,0.3875267803668976,0.840222179889679
349,0.3760361075401306,0.8453332781791687
374,0.37649068236351013,0.8457778096199036
399,0.3665371537208557,0.8500000238418579
424,0.37182435393333435,0.8411110639572144
449,0.3725328743457794,0.842666745185852
474,0.3816696107387543,0.8381111025810242
499,0.3777700662612915,0.8394444584846497
524,0.39218607544898987,0.8366667032241821
549,0.41438713669776917,0.8307778239250183
574,0.36283382773399353,0.8502222299575806
599,0.371321439743042,0.8446666598320007
624,0.37916114926338196,0.8492221832275391
649,0.3654136061668396,0.8472222089767456
674,0.37160593271255493,0.8423333168029785
699,0.35579100251197815,0.8522221446037292
724,0.3668482303619385,0.8460000157356262
749,0.3885137736797333,0.8306666612625122
774,0.38178080320358276,0.8308889269828796
799,0.3594054877758026,0.8507777452468872
824,0.3744441270828247,0.8416666984558105
849,0.35742464661598206,0.8535555601119995
874,0.37543895840644836,0.8462222218513489
899,0.36739516258239746,0.8384444117546082
924,0.3680168092250824,0.8364444971084595
949,0.3554987907409668,0.8479999303817749
974,0.3742418885231018,0.84544438123703
999,0.36858123540878296,0.8376666903495789
1024,0.3633723556995392,0.8469999432563782
1049,0.35629361867904663,0.8492221832275391
1074,0.36687374114990234,0.8523333668708801
1099,0.38992518186569214,0.8366667032241821
1124,0.36883726716041565,0.8447777628898621
1149,0.3888739049434662,0.8461111187934875
1174,0.3488089442253113,0.8613332509994507
1199,0.3714941143989563,0.8550000190734863
1224,0.36171987652778625,0.8559999465942383
1249,0.3811415135860443,0.8385555148124695
1274,0.3595818877220154,0.8510000109672546
1299,0.3767668604850769,0.8428888320922852
1324,0.36286839842796326,0.8500000238418579
1349,0.3696730434894562,0.8404444456100464
1374,0.3908231258392334,0.8311111330986023
1399,0.36773645877838135,0.8533332943916321
1424,0.36894717812538147,0.842666745185852
1449,0.37654775381088257,0.843000054359436
1474,0.3737960755825043,0.8396666646003723
1499,0.3870568871498108,0.8271110653877258
1524,0.36254459619522095,0.8561111688613892
1549,0.37249499559402466,0.8394444584846497
1574,0.3821084797382355,0.8361110687255859
1599,0.378075510263443,0.8368889093399048
1624,0.3798185884952545,0.8379999995231628
1649,0.3750362992286682,0.8394444584846497
1674,0.3823736310005188,0.8316666483879089
1699,0.37580111622810364,0.8342221975326538
1724,0.3945668637752533,0.8308889269828796
1749,0.38890329003334045,0.8344444036483765
1774,0.3803556561470032,0.840999960899353
1799,0.3952588737010956,0.8223333358764648
1824,0.37664300203323364,0.8397777676582336
1849,0.4002165198326111,0.8313332796096802
1874,0.3938966691493988,0.8324444890022278
1899,0.3814953863620758,0.8308888673782349
1924,0.3866893947124481,0.8358888626098633
1949,0.3893200159072876,0.8348888158798218
1974,0.3808285593986511,0.8256667256355286
1999,0.3895009756088257,0.8350000381469727
